Rank,University,Faculty,Title,Research,Website,Email,Status,is_chinese,send_priority,full_research,scholarid
1,Carnegie Mellon University,Eric Nyberg,,"AI,System",http://www.cs.cmu.edu/~ehn,,,,," Natural language processing,Artificial intelligence,Computer vision,The Web & information retrieval   ,Databases",G6XN5cRm0FIJ
1,Carnegie Mellon University,Radu Marculescu,,"AI,System",https://www.ece.cmu.edu/directory/department/faculty/M/Radu_Marculescu_109.html,,,,,"Computer vision,Machine learning,Design automation",ZCmYP5cAAAAJ
1,Carnegie Mellon University,Nicolas Christin,,"AI,Interdisciplinary Areas ,System",http://www.andrew.cmu.edu/user/nicolasc,,,,,"Artificial intelligence,Machine learning,The Web & information retrieval   ,Economics & computation,Human-computer interaction,Computer security,Measurement & perf. analysis ,Mobile computing,Operating systems",X5buTmMAAAAJ
1,Carnegie Mellon University,Jason I. Hong,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~jasonh,,,,,"Machine learning,The Web & information retrieval   ,Human-computer interaction,Computer security,Mobile computing",MoFbcc0AAAAJ
1,Carnegie Mellon University,Tom M. Mitchell,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~tom,,,,," Natural language processing,Artificial intelligence,Computer vision,Machine learning,The Web & information retrieval   ,Comp. bio & bioinformatics,Human-computer interaction,Robotics,Design automation",_ZVyA_gAAAAJ
1,Carnegie Mellon University,Ragunathan Rajkumar,,"AI,Interdisciplinary Areas ,System",https://users.ece.cmu.edu/~raj,,,,,"Computer vision,Robotics,Design automation,Embedded & real-time systems ,High-performance computing,Mobile computing,Operating systems",6JU9KqgAAAAJ
1,Carnegie Mellon University,Laura A. Dabbish,,"Interdisciplinary Areas ,System",http://www.lauradabbish.com,,,,,"Human-computer interaction,Computer security,Software engineering",DdNAgNwAAAAJ
1,Carnegie Mellon University,Nathan Beckmann,,System,http://www.cs.cmu.edu/~beckmann,,,,,"Computer architecture,Computer networks,Design automation,Measurement & perf. analysis ,Operating systems",zkdjit0AAAAJ
1,Carnegie Mellon University,Todd C. Mowry,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~tcm,,,,,"Machine learning,Robotics,Computer architecture,Databases,Operating systems,Programming languages",MYsIXF4AAAAJ
1,Carnegie Mellon University,Jan Hoffmann 0002,,"System,Theory",http://www.cs.cmu.edu/~janh,,,,,"Computer security,Programming languages, Logic & verification",gdWrCjEAAAAJ
1,Carnegie Mellon University,Jamie Callan,,"AI,System",http://www.cs.cmu.edu/~callan,,,,," Natural language processing,Artificial intelligence,Machine learning,The Web & information retrieval   ,Databases,Design automation",Un5KXJ4AAAAJ
1,Carnegie Mellon University,Chris Harrison 0001,,"Interdisciplinary Areas ,System",http://www.chrisharrison.net,,,,,"Human-computer interaction,High-performance computing",36HRdqMAAAAJ
1,Carnegie Mellon University,Christian KÃ¤stner,,"Interdisciplinary Areas ,System",https://www.cs.cmu.edu/~ckaestne,,,,,"Human-computer interaction,Programming languages,Software engineering",PR-ZnJUAAAAJ
1,Carnegie Mellon University,Lei Li 0005,,"AI,Interdisciplinary Areas ,System",https://lileicc.github.io,,,,," Natural language processing,Artificial intelligence,Computer vision,Machine learning,Robotics,Databases,High-performance computing",BYXqAlwAAAAJ
1,Carnegie Mellon University,James H. Morris,,"System,Theory",http://www.cs.cmu.edu/~jhm,,,,,"Programming languages,Algorithms & complexity",Y9cRdbIAAAAJ
1,Carnegie Mellon University,Andrew Begel,,"Interdisciplinary Areas ,System",https://s3d.cmu.edu/people/core-faculty/begel-andrew1.html,,,,,"Computer science education,Human-computer interaction,Computer networks,Software engineering",H_oWiFsAAAAJ
1,Carnegie Mellon University,James D. Herbsleb,,"AI,Interdisciplinary Areas ,System",http://herbsleb.org,,,,,"The Web & information retrieval   ,Human-computer interaction,Mobile computing,Programming languages,Software engineering",NOSCHOLARPAGE
1,Carnegie Mellon University,Tianqi Chen 0001,,"AI,System",https://tqchen.com,,,,,"Machine learning,Computer architecture,Operating systems",7nlvOMQAAAAJ
1,Carnegie Mellon University,Christopher G. Atkeson,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~cga,,,,,"Machine learning,Human-computer interaction,Robotics,Mobile computing",NOSCHOLARPAGE
1,Carnegie Mellon University,Christos Faloutsos,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~christos,,,,," Natural language processing,Artificial intelligence,Computer vision,Machine learning,The Web & information retrieval   ,Comp. bio & bioinformatics,Human-computer interaction,Visualization,Computer networks,Databases,High-performance computing,Operating systems",nd8lQQIAAAAJ
1,Carnegie Mellon University,Randal E. Bryant,,"AI,Interdisciplinary Areas ,System,Theory",http://www.cs.cmu.edu/~bryant,,,,,"Artificial intelligence,Computer science education,Computer architecture,Computer security,Design automation,Operating systems,Software engineering, Logic & verification",AFgYa68AAAAJ
1,Carnegie Mellon University,Claire Le Goues,,"Interdisciplinary Areas ,System",https://clairelegoues.com,,,,,"Robotics,Computer security,Programming languages,Software engineering",Cmr9ljkAAAAJ
1,Carnegie Mellon University,Ameet Talwalkar,,"AI,Interdisciplinary Areas ,System",https://www.cs.cmu.edu/~atalwalk,,,,,"Artificial intelligence,Computer vision,Machine learning,Comp. bio & bioinformatics,Human-computer interaction,Databases",TW7U1W0AAAAJ
1,Carnegie Mellon University,Justine Sherry,,System,http://www.justinesherry.com,,,,,"Computer networks,Databases,Measurement & perf. analysis ,Operating systems",InPotdgAAAAJ
1,Carnegie Mellon University,Rayid Ghani,,"AI,System",http://www.rayidghani.com,,,,,"Artificial intelligence,Machine learning,Software engineering",_ufWH4IAAAAJ
1,Carnegie Mellon University,Yiming Yang,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~./yiming,,,,," Natural language processing,Artificial intelligence,Computer vision,Machine learning,The Web & information retrieval   ,Robotics,Databases",MlZq4XwAAAAJ
1,Carnegie Mellon University,Riccardo Paccagnella,,System,https://www.cs.cmu.edu/~rpaccagn,,,,,"Computer architecture,Computer security",yUt1PFIAAAAJ
1,Carnegie Mellon University,Swarun Kumar,,"Interdisciplinary Areas ,System",https://swarunkumar.com,,,,,"Human-computer interaction,Robotics,Computer networks,Computer security,Mobile computing",WfaqxlgAAAAJ
1,Carnegie Mellon University,Richard Peng,,"AI,System,Theory",https://www.cs.cmu.edu/~yangp,,,,,"Machine learning,The Web & information retrieval   ,Databases,Algorithms & complexity",loh7ivYAAAAJ
1,Carnegie Mellon University,Heather Miller,,System,http://heather.miller.am,,,,,"Computer architecture,Operating systems,Programming languages,Software engineering",dpghk3cAAAAJ
1,Carnegie Mellon University,Daniel P. Siewiorek,,"AI,Interdisciplinary Areas ,System",https://www.cs.cmu.edu/~dps,,,,,"Artificial intelligence,Human-computer interaction,Computer architecture,Computer networks,Design automation,Embedded & real-time systems ",B13SvmAAAAAJ
1,Carnegie Mellon University,James C. Hoe,,System,http://users.ece.cmu.edu/~jhoe,,,,,"Computer architecture,Design automation,High-performance computing,Operating systems",ZnRhcFUAAAAJ
1,Carnegie Mellon University,Lorrie Faith Cranor,,"AI,Interdisciplinary Areas ,System",http://lorrie.cranor.org,,,,,"The Web & information retrieval   ,Economics & computation,Human-computer interaction,Computer security,Operating systems",kIUqgbcAAAAJ
1,Carnegie Mellon University,Nihar B. Shah,,"AI,System",http://www.cs.cmu.edu/~nihars,,,,,"Artificial intelligence,Machine learning,The Web & information retrieval   ,Computer networks,Measurement & perf. analysis ,Operating systems",BF39lMQAAAAJ
1,Carnegie Mellon University,Changliu Liu,,"AI,Interdisciplinary Areas ,System",https://www.ri.cmu.edu/ri-faculty/changliu-liu,,,,,"Artificial intelligence,Robotics,Embedded & real-time systems ",vvzAfOwAAAAJ
1,Carnegie Mellon University,Wenting Zheng,,"AI,Interdisciplinary Areas ,System",https://wzheng.github.io,,,,,"Machine learning, Computer graphics,Computer networks,Computer security,Operating systems",OeDgxpgAAAAJ
1,Carnegie Mellon University,Vyas Sekar,,"AI,Interdisciplinary Areas ,System",https://users.ece.cmu.edu/~vsekar,,,,,"Artificial intelligence,Machine learning,Human-computer interaction,Computer networks,Computer security,Databases,Measurement & perf. analysis ,Mobile computing,Operating systems",5V852JcAAAAJ
1,Carnegie Mellon University,Peter Steenkiste,,"Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~prs,,,,,"Human-computer interaction,Computer architecture,Computer networks,High-performance computing,Measurement & perf. analysis ,Mobile computing,Operating systems",DK7TEvkAAAAJ
1,Carnegie Mellon University,Virginia Smith,,"AI,System",http://users.ece.cmu.edu/~smithv,,,,,"Machine learning,Databases",bldHpWIAAAAJ
1,Carnegie Mellon University,K. V. Rashmi,,"AI,System",http://www.cs.cmu.edu/~rvinayak,,,,,"Machine learning,Computer networks,Databases,High-performance computing,Operating systems",gUO59T8AAAAJ
1,Carnegie Mellon University,Virgil D. Gligor,,"AI,System,Theory",https://users.ece.cmu.edu/~virgil,,,,,"The Web & information retrieval   ,Computer architecture,Computer security,Databases,Cryptography",NOSCHOLARPAGE
1,Carnegie Mellon University,Benjamin Moseley,,"AI,System,Theory",http://www.andrew.cmu.edu/user/moseleyb,,,,,"Artificial intelligence,Machine learning,The Web & information retrieval   ,Databases,Embedded & real-time systems ,Measurement & perf. analysis ,Algorithms & complexity",qq-SXN8AAAAJ
1,Carnegie Mellon University,Vipul Goyal,,"System,Theory",https://www.cs.cmu.edu/~goyal,,,,,"Computer security,Algorithms & complexity,Cryptography",BYLsgysAAAAJ
1,Carnegie Mellon University,Jonathan Aldrich,,"Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~./aldrich,,,,," Computer graphics,Programming languages,Software engineering",AzHmOtcAAAAJ
1,Carnegie Mellon University,Vincent J. Hellendoorn,,"AI,System",https://vhellendoorn.github.io,,,,,"Machine learning,Software engineering",PfYrc5kAAAAJ
1,Carnegie Mellon University,Vincent Conitzer,,"AI,Interdisciplinary Areas ,System,Theory",https://users.cs.duke.edu/~conitzer,,,,,"Artificial intelligence,Machine learning,The Web & information retrieval   ,Economics & computation,Measurement & perf. analysis ,Algorithms & complexity",juRk4lQAAAAJ
1,Carnegie Mellon University,Phillip B. Gibbons,,"AI,System,Theory",http://www.cs.cmu.edu/~gibbons,,,,,"Machine learning,Computer architecture,Computer networks,Computer security,Databases,Measurement & perf. analysis ,Mobile computing,Operating systems,Programming languages,Algorithms & complexity",F9kqUXkAAAAJ
1,Carnegie Mellon University,Bogdan Vasilescu,,"AI,Interdisciplinary Areas ,System",http://bvasiles.github.io,,,,," Natural language processing,Human-computer interaction,Computer security,Software engineering",bcXjlqYAAAAJ
1,Carnegie Mellon University,Brad A. Myers,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~bam,,,,,"Artificial intelligence, Computer graphics,Human-computer interaction,Operating systems,Programming languages,Software engineering",E1cp_aYAAAAJ
1,Carnegie Mellon University,Travis D. Breaux,,System,https://www.cs.cmu.edu/~breaux,,,,,Software engineering,SjiG_ZsAAAAJ
1,Carnegie Mellon University,Karl Crary,,"System,Theory",https://www.cs.cmu.edu/~crary,,,,,"Programming languages, Logic & verification",DTjqn9QAAAAJ
1,Carnegie Mellon University,Brandon Lucia,,System,http://brandonlucia.com,,,,,"Computer architecture,High-performance computing,Operating systems,Programming languages",a9T7i5QAAAAJ
1,Carnegie Mellon University,Umut A. Acar,,"AI,System,Theory",http://www.umut-acar.org,,,,,"Artificial intelligence,Machine learning,Computer architecture,Design automation,High-performance computing,Programming languages,Algorithms & complexity",wJ4NywgAAAAJ
1,Carnegie Mellon University,William L. Scherlis,,"Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~wls,,,,,"Human-computer interaction,Programming languages,Software engineering",F6LzqwMAAAAJ
1,Carnegie Mellon University,Kemal Oflazer,,"AI,System",https://www.andrew.cmu.edu/user/ko,,,,," Natural language processing,Databases,Embedded & real-time systems ",JLk0hs8AAAAJ
1,Carnegie Mellon University,Bruce H. Krogh,,"Interdisciplinary Areas ,System",https://www.ece.cmu.edu/directory/details/89,,,,,"Robotics,Design automation,Embedded & real-time systems ,Mobile computing",s4yZTp4AAAAJ
1,Carnegie Mellon University,Bruno Sinopoli,,"Interdisciplinary Areas ,System",https://users.ece.cmu.edu/~brunos,,,,,"Robotics,Computer networks,Embedded & real-time systems ,Mobile computing",zZO9qG4AAAAJ
1,Carnegie Mellon University,Priya Narasimhan,,System,http://www.cs.cmu.edu/~priya,,,,,"Embedded & real-time systems ,Operating systems,Programming languages",qyPWUBcAAAAJ
1,Carnegie Mellon University,Bryan Parno,,"AI,System,Theory",https://www.cylab.cmu.edu/education/faculty/parno.html,,,,,"Machine learning,Computer architecture,Computer networks,Computer security,Operating systems,Programming languages,Cryptography",kTTBpJkAAAAJ
1,Carnegie Mellon University,Jignesh M. Patel,,"Interdisciplinary Areas ,System",https://jigneshpatel.org,,,,,"Computer science education,Computer architecture,Databases,Measurement & perf. analysis ",tOjfnFMAAAAJ
1,Carnegie Mellon University,Norman M. Sadeh,,"AI,Interdisciplinary Areas ,System",http://www.normsadeh.org,,,,," Natural language processing,Artificial intelligence,Machine learning,The Web & information retrieval   ,Human-computer interaction,Computer security,Mobile computing",If_k6LgAAAAJ
1,Carnegie Mellon University,Scott E. Hudson,,"Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~hudson,,,,,"Human-computer interaction,Robotics,Databases",6YU6_QoAAAAJ
1,Carnegie Mellon University,Carl Kingsford,,"AI,Interdisciplinary Areas ,System,Theory",http://www.cs.cmu.edu/~ckingsf,,,,,"Machine learning,Comp. bio & bioinformatics,Databases,Algorithms & complexity",V_cvqKcAAAAJ
1,Carnegie Mellon University,AndrÃ© Platzer,,"AI,Interdisciplinary Areas ,System,Theory",http://symbolaris.com,,,,,"Artificial intelligence,Machine learning,Robotics,Embedded & real-time systems ,Programming languages, Logic & verification",Y80iWtgAAAAJ
1,Carnegie Mellon University,Andrew Pavlo,,System,http://www.cs.cmu.edu/~pavlo,,,,,Databases,u1UDm4wAAAAJ
1,Carnegie Mellon University,Anupam Datta,,"AI,System,Theory",http://www.andrew.cmu.edu/user/danupam,,,,," Natural language processing,Artificial intelligence,Machine learning,Computer security, Logic & verification,Algorithms & complexity",oK3QM1wAAAAJ
1,Carnegie Mellon University,Robert Harper 0001,,"System,Theory",http://www.cs.cmu.edu/~rwh,,,,,"Programming languages, Logic & verification,Algorithms & complexity",hbpHGtQAAAAJ
1,Carnegie Mellon University,Weina Wang 0001,,"AI,Interdisciplinary Areas ,System",https://www.cs.cmu.edu/~weinaw,,,,,"Machine learning,Economics & computation,Computer networks,Measurement & perf. analysis ",mQnBkmoAAAAJ
1,Carnegie Mellon University,Daphne Ippolito,,"AI,System",https://www.daphnei.com,,,,," Natural language processing,Artificial intelligence,Machine learning,Computer security",COEsqLYAAAAJ
1,Carnegie Mellon University,Gregory R. Ganger,,"AI,Interdisciplinary Areas ,System",https://www.ece.cmu.edu/~ganger,,,,,"Machine learning,Human-computer interaction,Visualization,Computer architecture,Computer networks,Computer security,Databases,High-performance computing,Measurement & perf. analysis ,Operating systems",NOSCHOLARPAGE
1,Carnegie Mellon University,Alessandro Acquisti,,"Interdisciplinary Areas ,System",http://www.heinz.cmu.edu/~acquisti,,,,,"Economics & computation,Human-computer interaction,Computer security",2XCryp4AAAAJ
1,Carnegie Mellon University,David R. O'Hallaron,,"System,Theory",https://www.cs.cmu.edu/~droh,,,,,"Computer architecture,Computer networks,Databases,High-performance computing,Measurement & perf. analysis ,Operating systems, Logic & verification",738WppcAAAAJ
1,Carnegie Mellon University,Graham Neubig,,"AI,System",http://www.phontron.com,,,,," Natural language processing,Artificial intelligence,Computer vision,Machine learning,Computer security,Operating systems,Software engineering",wlosgkoAAAAJ
1,Carnegie Mellon University,Srinivasan Seshan,,"Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~srini,,,,,"Human-computer interaction,Robotics,Visualization,Computer architecture,Computer networks,Computer security,Databases,Measurement & perf. analysis ,Mobile computing,Operating systems",0irVeiQAAAAJ
1,Carnegie Mellon University,Marijn Heule,,"AI,System",https://www.cs.cmu.edu/~mheule,,,,,"Artificial intelligence,Computer architecture,Computer networks,Design automation",5Bu6aSMAAAAJ
1,Carnegie Mellon University,Diana Marculescu,,"AI,System",https://users.ece.cmu.edu/~dianam,,,,,"Artificial intelligence,Computer vision,Machine learning,Computer architecture,Design automation",MRHzTAIAAAAJ
1,Carnegie Mellon University,George Amvrosiadis,,System,http://www.ece.cmu.edu/~gamvrosi,,,,,"Computer architecture,Databases,High-performance computing,Measurement & perf. analysis ,Operating systems",ygiY7C8AAAAJ
1,Carnegie Mellon University,Geoffrey J. Gordon,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~ggordon,,,,,"Artificial intelligence,Machine learning,Comp. bio & bioinformatics,Robotics,Databases",0OY5L3UAAAAJ
1,Carnegie Mellon University,Yuvraj Agarwal,,"Interdisciplinary Areas ,System",http://www.synergylabs.org/yuvraj,,,,,"Human-computer interaction,Computer networks,Computer security,Design automation,Measurement & perf. analysis ,Mobile computing,Operating systems,Programming languages,Software engineering",H4UeZ2MAAAAJ
1,Carnegie Mellon University,Dimitrios Skarlatos 0002,,System,https://www.cs.cmu.edu/~dskarlat,,,,,"Computer architecture,High-performance computing,Operating systems",T_ZmDEAAAAAJ
1,Carnegie Mellon University,Gary L. Miller,,"AI,System,Theory",https://www.cs.cmu.edu/~glmiller,,,,,"Computer vision,Machine learning,High-performance computing,Algorithms & complexity,Cryptography",umm-i20AAAAJ
1,Carnegie Mellon University,Gary K. Fedder,,"Interdisciplinary Areas ,System",https://users.ece.cmu.edu/~fedder,,,,,"Human-computer interaction,Robotics,Design automation",JOMYt6gAAAAJ
1,Carnegie Mellon University,Frank Pfenning,,"Interdisciplinary Areas ,System,Theory",http://www.cs.cmu.edu/~fp,,,,,"Robotics,Computer security,Programming languages, Logic & verification",ghWKWBUAAAAJ
1,Carnegie Mellon University,Feras Saad,,"AI,System",https://www.cs.cmu.edu/~fsaad,,,,,"Machine learning,Programming languages",1aou7GkAAAAJ
1,Carnegie Mellon University,Mary Shaw,,"Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~shaw,,,,,"Human-computer interaction,Software engineering",CTXoO1AAAAAJ
1,Carnegie Mellon University,Douglas C. Sicker,,System,https://www.cmu.edu/epp/people/faculty/douglas-sicker.html,,,,,"Computer networks,Computer security,Measurement & perf. analysis ,Mobile computing",Pl23MTUAAAAJ
1,Carnegie Mellon University,Zhihao Jia,,"AI,System",https://www.cs.cmu.edu/~zhihaoj2,,,,,"Machine learning,Computer architecture,Computer networks,Databases,High-performance computing,Operating systems,Programming languages",0IWLFR4AAAAJ
1,Carnegie Mellon University,Matt Fredrikson,,"AI,Interdisciplinary Areas ,System,Theory",http://www.cs.cmu.edu/~mfredrik,,,,," Natural language processing,Artificial intelligence,Machine learning,Human-computer interaction,Computer security,Databases,Mobile computing, Logic & verification",tMYCvLAAAAAJ
1,Carnegie Mellon University,Farnam Jahanian,,System,https://www.cmu.edu/leadership/the-provost,,,,,"Computer networks,Computer security,Embedded & real-time systems ,Measurement & perf. analysis ",NOSCHOLARPAGE
1,Carnegie Mellon University,Elaine Shi,,"AI,System,Theory",http://elaineshi.com,,,,,"The Web & information retrieval   ,Computer architecture,Computer networks,Computer security,Databases,Mobile computing,Operating systems,Programming languages,Algorithms & complexity,Cryptography",rejzeocAAAAJ
1,Carnegie Mellon University,Maxim Likhachev,,"AI,Interdisciplinary Areas ,System",https://www.ri.cmu.edu/ri-faculty/maxim-likhachev,,,,,"Artificial intelligence,Computer vision,Machine learning,Robotics,Computer architecture",Ic8NqXwAAAAJ
1,Carnegie Mellon University,Mayank Goel,,"Interdisciplinary Areas ,System",https://www.hcii.cmu.edu/people/mayank-goel,,,,,"Human-computer interaction,Mobile computing",32eGduMAAAAJ
1,Carnegie Mellon University,Eunsuk Kang,,"System,Theory",https://eskang.github.io,,,,,"Design automation,Embedded & real-time systems ,Software engineering, Logic & verification",Pz0Nzr8AAAAJ
1,Carnegie Mellon University,Seth Copen Goldstein,,"Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~seth,,,,,"Robotics,Computer architecture,Design automation,High-performance computing,Programming languages",NoNHPb4AAAAJ
1,Carnegie Mellon University,David P. Woodruff,,"AI,Interdisciplinary Areas ,System,Theory",http://www.cs.cmu.edu/~dwoodruf,,,,,"Artificial intelligence,Machine learning,The Web & information retrieval   ,Comp. bio & bioinformatics,Economics & computation,Computer security,Databases,Algorithms & complexity,Cryptography",kMmxbbIAAAAJ
1,Carnegie Mellon University,Stephanie Balzer,,"System,Theory",https://www.cs.cmu.edu/~balzers,,,,,"Programming languages, Logic & verification",xZXNqqYAAAAJ
1,Carnegie Mellon University,Deva Ramanan,,"AI,Interdisciplinary Areas ,System",http://www.cs.cmu.edu/~deva,,,,,"Artificial intelligence,Computer vision,Machine learning,Robotics,Mobile computing",9B8PoXUAAAAJ
1,Carnegie Mellon University,Mor Harchol-Balter,,"System,Theory",http://www.cs.cmu.edu/~harchol,,,,,"Computer architecture,Computer networks,Databases,High-performance computing,Measurement & perf. analysis ,Operating systems,Algorithms & complexity",Ooc7UNUAAAAJ
1,Carnegie Mellon University,Stephen D. Brookes,,"System,Theory",http://www.cs.cmu.edu/~brookes,,,,,"Programming languages, Logic & verification,Algorithms & complexity",yBq9ovYAAAAJ
1,Carnegie Mellon University,Rohan Padhye,,System,https://rohan.padhye.org,,,,,"Computer networks,Computer security,Operating systems,Programming languages,Software engineering",XI03UxYAAAAJ
1,Carnegie Mellon University,Yuanzhi Li,,"AI,System,Theory",https://web.stanford.edu/~yuanzhil,,,,,"Artificial intelligence,Machine learning,Operating systems,Software engineering,Algorithms & complexity",NOSCHOLARPAGE
1,Carnegie Mellon University,Guy E. Blelloch,,"AI,Interdisciplinary Areas ,System,Theory",http://www.cs.cmu.edu/~guyb,,,,,"Artificial intelligence, Computer graphics,Comp. bio & bioinformatics,Databases,High-performance computing,Operating systems,Programming languages,Algorithms & complexity",Z6nLCukAAAAJ
1,Carnegie Mellon University,Mahadev Satyanarayanan,,"AI,System",https://www.cs.cmu.edu/~satya,,,,,"Computer vision,The Web & information retrieval   ,Computer networks,Measurement & perf. analysis ,Mobile computing,Operating systems,Software engineering",0y6JDD4AAAAJ
1,Carnegie Mellon University,David Brumley,,"System,Theory",https://users.ece.cmu.edu/~dbrumley,,,,,"Computer networks,Computer security,Measurement & perf. analysis ,Operating systems,Software engineering, Logic & verification",O-29z5AAAAAJ
1,Carnegie Mellon University,David G. Andersen,,"AI,System",https://www.cs.cmu.edu/~dga,,,,,"Machine learning,The Web & information retrieval   ,Computer architecture,Computer networks,Computer security,Databases,Measurement & perf. analysis ,Mobile computing,Operating systems",wUArfPgAAAAJ
1,Carnegie Mellon University,David Garlan,,"AI,System",https://www.cs.cmu.edu/~garlan,,,,,"Artificial intelligence,Embedded & real-time systems ,High-performance computing,Programming languages,Software engineering",p6HgUFEAAAAJ
1,Carnegie Mellon University,Lujo Bauer,,"AI,Interdisciplinary Areas ,System",http://www.ece.cmu.edu/~lbauer,,,,,"Machine learning,The Web & information retrieval   ,Human-computer interaction,Computer security,Operating systems,Programming languages",5cJzDZEAAAAJ
1,Carnegie Mellon University,Luis von Ahn,,"AI,Interdisciplinary Areas ,System,Theory",https://www.cs.cmu.edu/~biglou,,,,,"Machine learning,Human-computer interaction,Computer security,Operating systems,Algorithms & complexity,Cryptography",NOSCHOLARPAGE
2,University of Illinois at Urbana-Champaign,Tianyin Xu,,"AI,Interdisciplinary Areas ,System",https://tianyin.github.io,,,,,"The Web & information retrieval   ,Human-computer interaction,Computer architecture,Computer networks,Computer security,High-performance computing,Measurement & perf. analysis ,Mobile computing,Operating systems,Programming languages,Software engineering",h5ZyE5wAAAAJ
2,University of Illinois at Urbana-Champaign,Victoria Stodden,,"AI,System",https://ischool.illinois.edu/people/victoria-stodden,,,,,"Machine learning,Software engineering",LWw60SgAAAAJ
2,University of Illinois at Urbana-Champaign,Reyhaneh Jabbarvand Behrouz,,System,http://reyhaneh.cs.illinois.edu,,,,,Software engineering,9gmW8MYAAAAJ
2,University of Illinois at Urbana-Champaign,Talia Ringer,,System,https://dependenttyp.es,,,,,"Computer security,Programming languages,Software engineering",JCJzlXsAAAAJ
2,University of Illinois at Urbana-Champaign,Brian P. Bailey,,"Interdisciplinary Areas ,System",https://cs.illinois.edu/directory/profile/bpbailey,,,,,"Computer science education,Human-computer interaction,Software engineering",eiqD0hoAAAAJ
2,University of Illinois at Urbana-Champaign,Tarek F. Abdelzaher,,"AI,Interdisciplinary Areas ,System",http://web.engr.illinois.edu/~zaher,,,,," Natural language processing,Machine learning,The Web & information retrieval   ,Human-computer interaction,Computer architecture,Databases,Embedded & real-time systems ,Mobile computing,Operating systems",cA28Zs0AAAAJ
2,University of Illinois at Urbana-Champaign,Brighten Godfrey,,"AI,Interdisciplinary Areas ,System,Theory",http://pbg.cs.illinois.edu,,,,,"Machine learning,Robotics,Computer networks,High-performance computing,Measurement & perf. analysis ,Operating systems,Algorithms & complexity",D2K-ADYAAAAJ
2,University of Illinois at Urbana-Champaign,Steven S. Lumetta,,System,https://www.ece.illinois.edu/directory/profile/lumetta,,,,,"Computer architecture,Design automation,High-performance computing,Software engineering",NOSCHOLARPAGE
2,University of Illinois at Urbana-Champaign,Sariel Har-Peled,,"AI,System,Theory",https://cs.illinois.edu/directory/profile/sariel,,,,,"Artificial intelligence,Machine learning,Computer networks,Databases,Algorithms & complexity",2s9_ZWgAAAAJ
2,University of Illinois at Urbana-Champaign,Vikram S. Adve,,System,https://vikram.cs.illinois.edu,,,,,"Computer architecture,Computer security,High-performance computing,Measurement & perf. analysis ,Operating systems,Programming languages,Software engineering",VbruE20AAAAJ
2,University of Illinois at Urbana-Champaign,Shobha Vasudevan,,"AI,System",http://faculty.ece.illinois.edu/shobhav,,,,,"Machine learning,Design automation",_bdmmpAAAAAJ
2,University of Illinois at Urbana-Champaign,Sasa Misailovic,,"AI,System,Theory",http://illinois.edu/calendar/detail/2568/32614650,,,,,"Machine learning,Computer architecture,Design automation,Embedded & real-time systems ,High-performance computing,Operating systems,Programming languages,Software engineering, Logic & verification",3qJQjIYAAAAJ
2,University of Illinois at Urbana-Champaign,Elahe Soltanaghai,,"Interdisciplinary Areas ,System",https://elahe.web.illinois.edu,,,,,"Human-computer interaction,Robotics,Computer networks,Computer security,Embedded & real-time systems ,Mobile computing",atrBEDkAAAAJ
2,University of Illinois at Urbana-Champaign,Daniel Kang,,"AI,Interdisciplinary Areas ,System",https://ddkang.github.io,,,,," Natural language processing,Artificial intelligence,Computer vision,Machine learning,Robotics,Databases,Operating systems",CpMjT0YAAAAJ
2,University of Illinois at Urbana-Champaign,Bertram LudÃ¤scher,,System,https://ischool.illinois.edu/people/bertram-ludascher,,,,,"Databases,High-performance computing",nYx9xasAAAAJ
2,University of Illinois at Urbana-Champaign,Hanghang Tong,,"AI,Interdisciplinary Areas ,System",http://tonghanghang.org,,,,," Natural language processing,Artificial intelligence,Computer vision,Machine learning,The Web & information retrieval   ,Human-computer interaction,Visualization,Databases",RaINcuUAAAAJ
2,University of Illinois at Urbana-Champaign,Saugata Ghose,,System,https://ghose.web.illinois.edu,,,,,"Computer architecture,Databases,High-performance computing,Measurement & perf. analysis ,Operating systems",vdlcErkAAAAJ
2,University of Illinois at Urbana-Champaign,David A. Padua,,"AI,System",http://polaris.cs.uiuc.edu/~padua,,,,,"Machine learning,Computer architecture,High-performance computing,Programming languages",QaLf6bEAAAAJ
